algorithm,mu,lambda_,cxpb,mutpb,repair_pct,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,phi1,phi2,smin,smax,weight,mut_std,mut_indpb,mut_prob,temp,alpha
PlantPropagation,268.0,10.0,,,0.22,,,,,100,112,100,12,0,0,280,0.0,305,,,,,,1.0,0.24,,,
ParticleSwarm,87.0,,,,0.38,,,,,100,112,100,12,0,0,280,0.0,286,1.56,0.32,-0.79,0.79,0.67,,,,,
SimulatedAnnealing,1.0,,,,0.05,,,,,100,112,100,12,0,0,280,0.0,822,,,,,,1.31,,0.97,193.34,0.84
PlantPropagation,63.0,75.0,,,0.08,,,,,100,112,100,12,0,0,280,6.0,320,,,,,,0.44,0.38,,,
StochasticHillClimb,2.0,,,,0.51,,,,,100,112,100,12,0,0,280,8.0,427,,,,,,0.5,,0.53,,
ParticleSwarm,180.0,,,,0.25,,,,,100,112,100,12,0,0,280,0.0,296,3.34,0.22,-1.65,1.65,0.17,,,,,
MuPlusLambda,80.0,156.0,0.69,0.31000000000000005,0.16,0.96,0.0,1.9,0.14,100,112,100,12,0,0,280,0.0,240,,,,,,,,,,
StochasticHillClimb,12.0,,,,0.13,,,,,100,112,100,12,0,0,280,0.0,275,,,,,,1.09,,0.73,,
PlantPropagation,49.0,132.0,,,0.55,,,,,100,112,100,12,0,0,280,0.0,387,,,,,,0.42,0.19,,,
ParticleSwarm,272.0,,,,0.05,,,,,100,112,100,12,0,0,280,0.0,212,2.03,7.21,-1.12,1.12,0.77,,,,,
StochasticHillClimb,13.0,,,,0.42,,,,,100,112,100,12,0,0,280,0.0,404,,,,,,0.46,,0.18,,
PlantPropagation,167.0,265.0,,,0.22,,,,,100,112,100,12,0,0,280,100.0,346,,,,,,0.3,0.94,,,
StochasticHillClimb,4.0,,,,0.27,,,,,100,112,100,12,0,0,280,0.0,291,,,,,,1.79,,0.73,,
StochasticHillClimb,42.0,,,,0.68,,,,,100,112,100,12,0,0,280,0.0,275,,,,,,1.19,,0.21,,
ParticleSwarm,79.0,,,,0.14,,,,,100,112,100,12,0,0,280,0.0,207,4.02,9.23,-1.96,1.96,0.51,,,,,
PlantPropagation,102.0,192.0,,,0.62,,,,,100,112,100,12,0,0,280,0.0,310,,,,,,0.47,0.85,,,
MuPlusLambda,251.0,283.0,0.52,0.48,0.92,0.74,0.0,1.68,0.45,100,112,100,12,0,0,280,0.0,240,,,,,,,,,,
SimulatedAnnealing,6.0,,,,0.49,,,,,100,112,100,12,0,0,280,0.0,396,,,,,,1.48,,0.82,113.6,0.96
SimulatedAnnealing,8.0,,,,0.13,,,,,100,112,100,12,0,0,280,0.0,441,,,,,,1.2,,0.55,118.63,0.89
ParticleSwarm,157.0,,,,0.44,,,,,100,112,100,12,0,0,280,0.0,240,2.63,1.21,-1.31,1.31,0.62,,,,,
StochasticHillClimb,20.0,,,,0.29,,,,,100,112,100,12,0,0,280,0.0,286,,,,,,1.23,,0.92,,
ParticleSwarm,55.0,,,,0.26,,,,,100,112,100,12,0,0,280,0.0,191,8.02,7.1,-1.67,1.67,0.68,,,,,
PlantPropagation,69.0,21.0,,,0.21,,,,,100,112,100,12,0,0,280,0.0,354,,,,,,1.07,0.15,,,
SimulatedAnnealing,38.0,,,,0.45,,,,,100,112,100,12,0,0,280,0.0,385,,,,,,1.95,,0.84,164.67,0.83
MuPlusLambda,154.0,106.0,0.3,0.7,0.7,0.92,0.0,1.87,0.31,100,112,100,12,0,0,280,0.0,268,,,,,,,,,,
PlantPropagation,209.0,116.0,,,0.97,,,,,100,112,100,12,0,0,280,0.0,317,,,,,,0.96,0.29,,,
PlantPropagation,178.0,123.0,,,0.41,,,,,100,112,100,12,0,0,280,0.0,306,,,,,,1.33,0.09,,,
PlantPropagation,222.0,274.0,,,0.88,,,,,100,112,100,12,0,0,280,0.0,316,,,,,,1.89,0.81,,,
StochasticHillClimb,50.0,,,,0.51,,,,,100,112,100,12,0,0,280,0.0,302,,,,,,1.58,,0.21,,
ParticleSwarm,28.0,,,,0.53,,,,,100,112,100,12,0,0,280,0.0,327,3.0,4.44,-0.16,0.16,0.77,,,,,
PlantPropagation,253.0,161.0,,,0.35,,,,,100,112,100,12,0,0,280,0.0,349,,,,,,1.46,0.56,,,
StochasticHillClimb,30.0,,,,0.5,,,,,100,112,100,12,0,0,280,0.0,257,,,,,,0.63,,0.98,,
PlantPropagation,28.0,30.0,,,0.91,,,,,100,112,100,12,0,0,280,0.0,308,,,,,,1.79,0.1,,,
ParticleSwarm,169.0,,,,0.74,,,,,100,112,100,12,0,0,280,0.0,195,5.34,0.84,-1.84,1.84,0.83,,,,,
SimulatedAnnealing,17.0,,,,0.85,,,,,100,112,100,12,0,0,280,0.0,372,,,,,,0.47,,0.56,128.94,0.86
PlantPropagation,263.0,80.0,,,0.55,,,,,100,112,100,12,0,0,280,0.0,303,,,,,,1.75,0.25,,,
SimulatedAnnealing,38.0,,,,0.46,,,,,100,112,100,12,0,0,280,0.0,347,,,,,,0.65,,0.39,74.94,0.87
PlantPropagation,165.0,276.0,,,0.4,,,,,100,112,100,12,0,0,280,0.0,378,,,,,,1.01,0.75,,,
ParticleSwarm,165.0,,,,0.44,,,,,100,112,100,12,0,0,280,0.0,305,2.3,0.31,-1.54,1.54,0.48,,,,,
StochasticHillClimb,25.0,,,,0.39,,,,,100,112,100,12,0,0,280,0.0,295,,,,,,1.49,,0.6,,
ParticleSwarm,62.0,,,,0.5,,,,,100,112,100,12,0,0,280,0.0,208,9.06,0.69,-1.72,1.72,0.68,,,,,
ParticleSwarm,220.0,,,,0.06,,,,,100,112,100,12,0,0,280,0.0,314,8.7,6.52,-0.72,0.72,0.2,,,,,
StochasticHillClimb,25.0,,,,0.44,,,,,100,112,100,12,0,0,280,0.0,284,,,,,,1.12,,0.39,,
ParticleSwarm,117.0,,,,0.17,,,,,100,112,100,12,0,0,280,0.0,346,3.98,3.34,-0.71,0.71,0.43,,,,,
ParticleSwarm,67.0,,,,0.22,,,,,100,112,100,12,0,0,280,0.0,317,1.77,7.03,-0.81,0.81,0.46,,,,,
StochasticHillClimb,46.0,,,,0.74,,,,,100,112,100,12,0,0,280,0.0,254,,,,,,1.41,,0.18,,
MuPlusLambda,121.0,176.0,0.18,0.8200000000000001,0.16,0.18,0.0,1.17,0.15,100,112,100,12,0,0,280,0.0,262,,,,,,,,,,
SimulatedAnnealing,4.0,,,,0.41,,,,,100,112,100,12,0,0,280,14.0,354,,,,,,0.25,,0.76,98.65,0.95
StochasticHillClimb,28.0,,,,0.04,,,,,100,112,100,12,0,0,280,0.0,337,,,,,,0.14,,0.65,,
StochasticHillClimb,37.0,,,,0.65,,,,,100,112,100,12,0,0,280,0.0,306,,,,,,1.73,,0.71,,
PlantPropagation,104.0,141.0,,,0.92,,,,,100,112,100,12,0,0,280,0.0,273,,,,,,0.31,0.57,,,
SimulatedAnnealing,32.0,,,,0.73,,,,,100,112,100,12,0,0,280,0.0,343,,,,,,2.0,,0.3,89.4,0.86
PlantPropagation,281.0,199.0,,,0.3,,,,,100,112,100,12,0,0,280,0.0,352,,,,,,1.98,0.84,,,
PlantPropagation,100.0,161.0,,,0.55,,,,,100,112,100,12,0,0,280,0.0,310,,,,,,0.92,0.57,,,
SimulatedAnnealing,44.0,,,,0.5,,,,,100,112,100,12,0,0,280,0.0,332,,,,,,1.92,,0.34,22.98,0.91
StochasticHillClimb,33.0,,,,0.75,,,,,100,112,100,12,0,0,280,0.0,275,,,,,,0.54,,0.46,,
ParticleSwarm,92.0,,,,0.03,,,,,100,112,100,12,0,0,280,0.0,337,6.42,1.93,-0.41,0.41,0.97,,,,,
MuPlusLambda,234.0,233.0,0.3,0.7,0.34,0.94,0.0,1.49,0.87,100,112,100,12,0,0,280,0.0,242,,,,,,,,,,
PlantPropagation,296.0,59.0,,,0.99,,,,,100,112,100,12,0,0,280,0.0,347,,,,,,0.64,0.15,,,
StochasticHillClimb,48.0,,,,0.58,,,,,100,112,100,12,0,0,280,0.0,291,,,,,,0.6,,0.76,,
MuPlusLambda,82.0,63.0,0.35,0.65,0.32,0.06,0.0,1.2,0.54,100,112,100,12,0,0,280,0.0,249,,,,,,,,,,
PlantPropagation,247.0,123.0,,,0.56,,,,,100,112,100,12,0,0,280,0.0,338,,,,,,1.93,0.05,,,
PlantPropagation,232.0,263.0,,,0.84,,,,,100,112,100,12,0,0,280,0.0,318,,,,,,0.96,0.69,,,
PlantPropagation,190.0,144.0,,,0.21,,,,,100,112,100,12,0,0,280,0.0,402,,,,,,1.84,0.69,,,
ParticleSwarm,48.0,,,,0.66,,,,,100,112,100,12,0,0,280,0.0,326,5.33,7.68,-0.54,0.54,0.45,,,,,
SimulatedAnnealing,33.0,,,,0.32,,,,,100,112,100,12,0,0,280,0.0,423,,,,,,0.2,,0.93,58.44,0.93
MuPlusLambda,53.0,248.0,0.15,0.85,0.41,0.78,0.0,1.55,0.73,100,112,100,12,0,0,280,0.0,245,,,,,,,,,,
MuPlusLambda,29.0,282.0,0.64,0.36,0.87,0.88,0.0,0.94,0.83,100,112,100,12,0,0,280,0.0,270,,,,,,,,,,
MuPlusLambda,145.0,35.0,0.1,0.9,0.36,0.64,0.0,0.65,0.47,100,112,100,12,0,0,280,0.0,236,,,,,,,,,,
MuPlusLambda,82.0,61.0,0.47,0.53,0.38,0.41,0.0,1.8,0.48,100,112,100,12,0,0,280,0.0,247,,,,,,,,,,
SimulatedAnnealing,47.0,,,,0.75,,,,,100,112,100,12,0,0,280,0.0,323,,,,,,1.87,,0.62,148.18,0.87
MuPlusLambda,84.0,279.0,0.05,0.95,0.99,0.14,0.0,1.78,0.11,100,112,100,12,0,0,280,0.0,243,,,,,,,,,,
ParticleSwarm,275.0,,,,0.46,,,,,100,112,100,12,0,0,280,0.0,343,1.72,2.87,-0.52,0.52,0.31,,,,,
ParticleSwarm,159.0,,,,0.59,,,,,100,112,100,12,0,0,280,0.0,293,9.3,0.81,-0.63,0.63,0.49,,,,,
SimulatedAnnealing,38.0,,,,0.09,,,,,100,112,100,12,0,0,280,0.0,438,,,,,,1.67,,0.23,62.73,0.96
SimulatedAnnealing,35.0,,,,0.37,,,,,100,112,100,12,0,0,280,0.0,342,,,,,,1.18,,0.37,197.08,0.86
ParticleSwarm,108.0,,,,0.94,,,,,100,112,100,12,0,0,280,0.0,279,3.63,5.68,-0.88,0.88,0.43,,,,,
SimulatedAnnealing,35.0,,,,0.04,,,,,100,112,100,12,0,0,280,0.0,352,,,,,,0.63,,0.07,23.99,0.92
PlantPropagation,112.0,71.0,,,0.58,,,,,100,112,100,12,0,0,280,0.0,343,,,,,,0.95,0.53,,,
ParticleSwarm,259.0,,,,0.38,,,,,100,112,100,12,0,0,280,0.0,304,8.36,7.89,-0.74,0.74,0.47,,,,,
StochasticHillClimb,42.0,,,,0.48,,,,,100,112,100,12,0,0,280,0.0,287,,,,,,1.2,,0.73,,
MuPlusLambda,273.0,268.0,0.57,0.43000000000000005,0.83,0.06,0.0,0.96,0.53,100,112,100,12,0,0,280,0.0,251,,,,,,,,,,
MuPlusLambda,239.0,129.0,0.89,0.10999999999999999,0.76,0.44,0.0,1.09,0.07,100,112,100,12,0,0,280,0.0,250,,,,,,,,,,
StochasticHillClimb,42.0,,,,0.87,,,,,100,112,100,12,0,0,280,0.0,287,,,,,,0.63,,0.4,,
MuPlusLambda,187.0,122.0,0.59,0.41000000000000003,0.45,0.14,0.0,1.26,0.57,100,112,100,12,0,0,280,0.0,246,,,,,,,,,,
SimulatedAnnealing,29.0,,,,0.67,,,,,100,112,100,12,0,0,280,0.0,318,,,,,,0.52,,0.03,67.73,0.85
SimulatedAnnealing,23.0,,,,0.14,,,,,100,112,100,12,0,0,280,0.0,353,,,,,,1.24,,0.17,145.89,0.95
ParticleSwarm,13.0,,,,0.96,,,,,100,112,100,12,0,0,280,0.0,286,0.89,5.54,-1.85,1.85,0.15,,,,,
SimulatedAnnealing,16.0,,,,0.53,,,,,100,112,100,12,0,0,280,0.0,336,,,,,,0.92,,0.13,54.96,0.94
SimulatedAnnealing,21.0,,,,0.49,,,,,100,112,100,12,0,0,280,0.0,336,,,,,,0.63,,0.49,23.92,0.88
PlantPropagation,19.0,218.0,,,0.17,,,,,100,112,100,12,0,0,280,0.0,345,,,,,,0.82,0.59,,,
ParticleSwarm,286.0,,,,0.89,,,,,100,112,100,12,0,0,280,0.0,194,6.17,1.1,-1.93,1.93,0.77,,,,,
MuPlusLambda,74.0,197.0,0.66,0.33999999999999997,0.24,0.74,0.0,0.68,0.31,100,112,100,12,0,0,280,0.0,249,,,,,,,,,,
SimulatedAnnealing,6.0,,,,0.64,,,,,100,112,100,12,0,0,280,0.0,369,,,,,,0.74,,0.91,189.33,0.94
ParticleSwarm,201.0,,,,0.67,,,,,100,112,100,12,0,0,280,0.0,328,4.3,8.29,-0.23,0.23,0.32,,,,,
MuPlusLambda,298.0,212.0,0.18,0.8200000000000001,0.95,0.92,0.0,1.78,0.51,100,112,100,12,0,0,280,0.0,243,,,,,,,,,,
SimulatedAnnealing,23.0,,,,0.88,,,,,100,112,100,12,0,0,280,0.0,332,,,,,,0.92,,0.42,108.35,0.99
ParticleSwarm,227.0,,,,0.28,,,,,100,112,100,12,0,0,280,0.0,318,8.61,4.57,-1.38,1.38,0.36,,,,,
ParticleSwarm,159.0,,,,0.8,,,,,100,112,100,12,0,0,280,0.0,207,7.39,6.42,-0.9,0.9,0.75,,,,,
StochasticHillClimb,25.0,,,,0.8,,,,,100,112,100,12,0,0,280,0.0,267,,,,,,1.21,,0.18,,
StochasticHillClimb,1.0,,,,0.98,,,,,100,112,100,12,0,0,280,164.0,395,,,,,,0.31,,0.11,,
SimulatedAnnealing,34.0,,,,0.89,,,,,100,112,100,12,0,0,280,0.0,340,,,,,,1.99,,0.25,92.93,0.92
SimulatedAnnealing,49.0,,,,0.4,,,,,100,112,100,12,0,0,280,0.0,365,,,,,,0.69,,0.68,120.17,0.98
MuPlusLambda,169.0,244.0,0.43,0.5700000000000001,0.81,0.51,0.0,0.66,0.56,100,112,100,12,0,0,280,0.0,277,,,,,,,,,,
SimulatedAnnealing,21.0,,,,0.36,,,,,100,112,100,12,0,0,280,0.0,315,,,,,,1.38,,0.06,181.22,0.86
StochasticHillClimb,49.0,,,,0.41,,,,,100,112,100,12,0,0,280,0.0,321,,,,,,0.52,,0.41,,
ParticleSwarm,166.0,,,,0.97,,,,,100,112,100,12,0,0,280,0.0,279,4.25,0.98,-1.79,1.79,0.24,,,,,
SimulatedAnnealing,35.0,,,,0.94,,,,,100,112,100,12,0,0,280,0.0,410,,,,,,0.34,,0.13,33.18,0.96
StochasticHillClimb,42.0,,,,0.21,,,,,100,112,100,12,0,0,280,0.0,395,,,,,,0.46,,0.16,,
MuPlusLambda,188.0,91.0,0.35,0.65,0.79,0.73,0.0,0.89,0.45,100,112,100,12,0,0,280,0.0,233,,,,,,,,,,
PlantPropagation,72.0,209.0,,,0.29,,,,,100,112,100,12,0,0,280,0.0,308,,,,,,1.76,0.69,,,
ParticleSwarm,124.0,,,,0.91,,,,,100,112,100,12,0,0,280,0.0,186,7.89,3.46,-1.63,1.63,0.55,,,,,
StochasticHillClimb,28.0,,,,0.22,,,,,100,112,100,12,0,0,280,0.0,283,,,,,,1.1,,0.31,,
PlantPropagation,268.0,47.0,,,0.97,,,,,100,112,100,12,0,0,280,0.0,328,,,,,,0.4,0.94,,,
ParticleSwarm,262.0,,,,0.81,,,,,100,112,100,12,0,0,280,0.0,322,7.79,0.22,-0.41,0.41,0.64,,,,,
StochasticHillClimb,46.0,,,,0.08,,,,,100,112,100,12,0,0,280,0.0,369,,,,,,1.72,,0.63,,
ParticleSwarm,210.0,,,,0.97,,,,,100,112,100,12,0,0,280,0.0,321,9.75,9.91,-0.27,0.27,0.11,,,,,
StochasticHillClimb,1.0,,,,0.63,,,,,100,112,100,12,0,0,280,0.0,148,,,,,,1.7,,0.09,,
ParticleSwarm,99.0,,,,0.0,,,,,100,112,100,12,0,0,280,92.0,276,3.48,4.89,-0.67,0.67,0.39,,,,,
PlantPropagation,190.0,69.0,,,0.51,,,,,100,112,100,12,0,0,280,0.0,286,,,,,,1.99,0.04,,,
StochasticHillClimb,39.0,,,,0.78,,,,,100,112,100,12,0,0,280,0.0,404,,,,,,0.13,,0.38,,
SimulatedAnnealing,37.0,,,,0.63,,,,,100,112,100,12,0,0,280,0.0,346,,,,,,0.69,,0.47,172.44,0.9
MuPlusLambda,18.0,10.0,0.0,1.0,0.08,0.73,0.0,0.49,0.05,100,112,100,12,0,0,280,0.0,265,,,,,,,,,,
ParticleSwarm,56.0,,,,0.46,,,,,100,112,100,12,0,0,280,0.0,314,7.53,7.1,-0.8,0.8,0.32,,,,,
PlantPropagation,39.0,218.0,,,0.81,,,,,100,112,100,12,0,0,280,0.0,337,,,,,,0.79,0.23,,,
StochasticHillClimb,21.0,,,,0.63,,,,,100,112,100,12,0,0,280,0.0,274,,,,,,1.01,,0.13,,
MuPlusLambda,67.0,136.0,0.94,0.06000000000000005,0.33,0.57,0.0,1.04,0.24,100,112,100,12,0,0,280,0.0,261,,,,,,,,,,
PlantPropagation,254.0,269.0,,,0.53,,,,,100,112,100,12,0,0,280,0.0,360,,,,,,0.36,0.89,,,
StochasticHillClimb,50.0,,,,0.61,,,,,100,112,100,12,0,0,280,0.0,310,,,,,,0.82,,0.9,,
StochasticHillClimb,31.0,,,,0.54,,,,,100,112,100,12,0,0,280,0.0,288,,,,,,0.87,,0.58,,
SimulatedAnnealing,5.0,,,,0.57,,,,,100,112,100,12,0,0,280,0.0,387,,,,,,0.62,,0.72,17.86,0.85
MuPlusLambda,102.0,165.0,0.87,0.13,0.99,0.36,0.0,1.17,0.19,100,112,100,12,0,0,280,0.0,265,,,,,,,,,,
ParticleSwarm,146.0,,,,0.36,,,,,100,112,100,12,0,0,280,0.0,365,7.07,7.77,-0.17,0.17,0.67,,,,,
ParticleSwarm,231.0,,,,0.91,,,,,100,112,100,12,0,0,280,0.0,340,4.22,5.53,-0.35,0.35,0.17,,,,,
MuPlusLambda,56.0,235.0,0.05,0.95,0.29,0.58,0.0,1.06,0.81,100,112,100,12,0,0,280,0.0,242,,,,,,,,,,
SimulatedAnnealing,11.0,,,,0.52,,,,,100,112,100,12,0,0,280,0.0,430,,,,,,1.89,,0.7,18.66,0.92
SimulatedAnnealing,27.0,,,,0.02,,,,,100,112,100,12,0,0,280,0.0,412,,,,,,0.24,,0.06,138.83,0.98
StochasticHillClimb,48.0,,,,0.41,,,,,100,112,100,12,0,0,280,0.0,306,,,,,,0.75,,0.76,,
PlantPropagation,247.0,161.0,,,0.59,,,,,100,112,100,12,0,0,280,0.0,335,,,,,,1.28,0.87,,,
ParticleSwarm,65.0,,,,0.76,,,,,100,112,100,12,0,0,280,0.0,358,3.08,9.78,-0.49,0.49,0.99,,,,,
StochasticHillClimb,26.0,,,,0.17,,,,,100,112,100,12,0,0,280,0.0,340,,,,,,1.85,,0.69,,
SimulatedAnnealing,40.0,,,,0.24,,,,,100,112,100,12,0,0,280,0.0,356,,,,,,0.49,,0.7,34.44,0.8
ParticleSwarm,83.0,,,,0.02,,,,,100,112,100,12,0,0,280,13.0,321,6.72,4.81,-1.31,1.31,0.3,,,,,
MuPlusLambda,244.0,137.0,0.2,0.8,0.89,0.26,0.0,1.05,0.82,100,112,100,12,0,0,280,0.0,224,,,,,,,,,,
MuPlusLambda,27.0,48.0,0.2,0.8,0.05,0.15,0.0,1.49,0.72,100,112,100,12,0,0,280,0.0,260,,,,,,,,,,
StochasticHillClimb,13.0,,,,0.75,,,,,100,112,100,12,0,0,280,0.0,237,,,,,,0.98,,0.87,,
ParticleSwarm,27.0,,,,0.11,,,,,100,112,100,12,0,0,280,0.0,373,4.75,9.51,-0.93,0.93,0.14,,,,,
StochasticHillClimb,28.0,,,,0.89,,,,,100,112,100,12,0,0,280,0.0,288,,,,,,0.72,,0.11,,
StochasticHillClimb,39.0,,,,0.41,,,,,100,112,100,12,0,0,280,0.0,369,,,,,,0.43,,0.2,,
MuPlusLambda,246.0,296.0,0.41,0.5900000000000001,0.77,0.25,0.0,0.97,0.79,100,112,100,12,0,0,280,0.0,243,,,,,,,,,,
SimulatedAnnealing,3.0,,,,0.5,,,,,100,112,100,12,0,0,280,0.0,370,,,,,,0.54,,0.22,177.08,0.86
StochasticHillClimb,19.0,,,,0.17,,,,,100,112,100,12,0,0,280,0.0,310,,,,,,1.21,,0.54,,
SimulatedAnnealing,19.0,,,,0.42,,,,,100,112,100,12,0,0,280,0.0,342,,,,,,1.07,,0.17,122.05,0.96
PlantPropagation,161.0,232.0,,,0.5,,,,,100,112,100,12,0,0,280,0.0,323,,,,,,0.34,0.18,,,
SimulatedAnnealing,29.0,,,,0.64,,,,,100,112,100,12,0,0,280,0.0,324,,,,,,1.85,,0.03,114.27,0.81
StochasticHillClimb,27.0,,,,0.43,,,,,100,112,100,12,0,0,280,0.0,273,,,,,,0.71,,0.47,,
StochasticHillClimb,40.0,,,,0.78,,,,,100,112,100,12,0,0,280,0.0,405,,,,,,0.4,,0.62,,
ParticleSwarm,59.0,,,,0.06,,,,,100,112,100,12,0,0,280,0.0,372,4.33,1.82,-0.23,0.23,0.97,,,,,
PlantPropagation,117.0,197.0,,,0.15,,,,,100,112,100,12,0,0,280,7.0,336,,,,,,1.83,0.43,,,
StochasticHillClimb,36.0,,,,0.81,,,,,100,112,100,12,0,0,280,0.0,291,,,,,,1.32,,0.14,,
SimulatedAnnealing,2.0,,,,0.36,,,,,100,112,100,12,0,0,280,0.0,466,,,,,,0.75,,0.67,150.7,0.92
SimulatedAnnealing,31.0,,,,0.54,,,,,100,112,100,12,0,0,280,0.0,353,,,,,,0.87,,0.72,180.38,0.86
PlantPropagation,61.0,172.0,,,0.76,,,,,100,112,100,12,0,0,280,0.0,321,,,,,,1.16,0.15,,,
StochasticHillClimb,45.0,,,,0.25,,,,,100,112,100,12,0,0,280,0.0,296,,,,,,0.61,,0.44,,
ParticleSwarm,32.0,,,,0.62,,,,,100,112,100,12,0,0,280,0.0,221,9.14,8.42,-0.82,0.82,0.66,,,,,
MuPlusLambda,273.0,163.0,0.07,0.9299999999999999,0.56,0.81,0.0,1.73,0.74,100,112,100,12,0,0,280,0.0,257,,,,,,,,,,
ParticleSwarm,284.0,,,,0.21,,,,,100,112,100,12,0,0,280,0.0,331,4.99,0.36,-1.99,1.99,0.21,,,,,
MuPlusLambda,141.0,291.0,0.35,0.65,0.43,0.52,0.0,1.86,0.34,100,112,100,12,0,0,280,0.0,262,,,,,,,,,,
MuPlusLambda,22.0,90.0,0.5,0.5,0.62,0.55,0.0,0.48,0.91,100,112,100,12,0,0,280,0.0,244,,,,,,,,,,
ParticleSwarm,63.0,,,,0.86,,,,,100,112,100,12,0,0,280,0.0,306,3.74,2.8,-0.81,0.81,0.52,,,,,
StochasticHillClimb,44.0,,,,0.03,,,,,100,112,100,12,0,0,280,0.0,330,,,,,,1.75,,0.85,,
MuPlusLambda,101.0,246.0,0.8,0.19999999999999996,0.85,0.92,0.0,1.59,0.96,100,112,100,12,0,0,280,0.0,254,,,,,,,,,,
MuPlusLambda,167.0,45.0,0.4,0.6,0.71,0.28,0.0,1.82,0.83,100,112,100,12,0,0,280,0.0,262,,,,,,,,,,
PlantPropagation,140.0,295.0,,,0.8,,,,,100,112,100,12,0,0,280,0.0,325,,,,,,0.89,0.33,,,
StochasticHillClimb,43.0,,,,0.54,,,,,100,112,100,12,0,0,280,0.0,280,,,,,,1.01,,0.38,,
ParticleSwarm,167.0,,,,0.39,,,,,100,112,100,12,0,0,280,0.0,302,5.73,8.05,-1.13,1.13,0.43,,,,,
ParticleSwarm,23.0,,,,0.97,,,,,100,112,100,12,0,0,280,0.0,396,9.33,2.88,-0.32,0.32,0.37,,,,,
MuPlusLambda,128.0,123.0,0.06,0.94,0.03,0.02,0.0,1.13,0.12,100,112,100,12,0,0,280,0.0,245,,,,,,,,,,
ParticleSwarm,273.0,,,,0.55,,,,,100,112,100,12,0,0,280,0.0,339,9.91,6.31,-0.26,0.26,0.71,,,,,
StochasticHillClimb,12.0,,,,0.09,,,,,100,112,100,12,0,0,280,0.0,309,,,,,,1.35,,0.87,,
PlantPropagation,162.0,174.0,,,0.14,,,,,100,112,100,12,0,0,280,0.0,369,,,,,,1.74,0.16,,,
MuPlusLambda,69.0,79.0,0.28,0.72,0.09,0.47,0.0,0.15,0.44,100,112,100,12,0,0,280,0.0,325,,,,,,,,,,
MuPlusLambda,119.0,192.0,0.85,0.15000000000000002,0.99,0.61,0.0,0.16,0.05,100,112,100,12,0,0,280,0.0,294,,,,,,,,,,
PlantPropagation,254.0,45.0,,,0.71,,,,,100,112,100,12,0,0,280,0.0,290,,,,,,1.73,0.95,,,
PlantPropagation,198.0,117.0,,,0.4,,,,,100,112,100,12,0,0,280,0.0,322,,,,,,1.52,0.84,,,
MuPlusLambda,135.0,123.0,0.94,0.06000000000000005,0.42,0.32,0.0,1.81,0.51,100,112,100,12,0,0,280,0.0,258,,,,,,,,,,
PlantPropagation,47.0,279.0,,,0.76,,,,,100,112,100,12,0,0,280,0.0,300,,,,,,0.9,0.32,,,
StochasticHillClimb,32.0,,,,0.52,,,,,100,112,100,12,0,0,280,0.0,384,,,,,,0.29,,0.48,,
StochasticHillClimb,48.0,,,,0.57,,,,,100,112,100,12,0,0,280,0.0,267,,,,,,1.58,,0.53,,
ParticleSwarm,82.0,,,,0.56,,,,,100,112,100,12,0,0,280,0.0,300,0.16,7.54,-1.77,1.77,0.24,,,,,
MuPlusLambda,80.0,89.0,0.93,0.06999999999999995,0.48,0.23,0.0,0.75,0.36,100,112,100,12,0,0,280,0.0,274,,,,,,,,,,
MuPlusLambda,179.0,266.0,0.08,0.92,0.96,0.14,0.0,1.63,0.8,100,112,100,12,0,0,280,0.0,234,,,,,,,,,,
StochasticHillClimb,22.0,,,,0.15,,,,,100,112,100,12,0,0,280,0.0,346,,,,,,1.93,,0.61,,
SimulatedAnnealing,33.0,,,,0.12,,,,,100,112,100,12,0,0,280,0.0,490,,,,,,1.8,,0.99,77.26,0.96
MuPlusLambda,42.0,214.0,0.0,1.0,0.56,0.5,0.0,0.49,0.22,100,112,100,12,0,0,280,0.0,271,,,,,,,,,,
StochasticHillClimb,28.0,,,,0.52,,,,,100,112,100,12,0,0,280,0.0,288,,,,,,1.12,,0.41,,
SimulatedAnnealing,12.0,,,,0.05,,,,,100,112,100,12,0,0,280,0.0,605,,,,,,1.03,,0.72,42.33,0.85
PlantPropagation,154.0,40.0,,,0.92,,,,,100,112,100,12,0,0,280,0.0,338,,,,,,0.1,0.81,,,
SimulatedAnnealing,21.0,,,,0.92,,,,,100,112,100,12,0,0,280,0.0,334,,,,,,0.93,,0.44,196.34,0.86
StochasticHillClimb,35.0,,,,0.12,,,,,100,112,100,12,0,0,280,0.0,342,,,,,,1.45,,0.34,,
SimulatedAnnealing,19.0,,,,0.61,,,,,100,112,100,12,0,0,280,0.0,346,,,,,,1.23,,0.77,147.45,0.97
MuPlusLambda,164.0,118.0,0.58,0.42000000000000004,0.23,0.67,0.0,0.15,0.47,100,112,100,12,0,0,280,0.0,267,,,,,,,,,,
PlantPropagation,273.0,111.0,,,0.82,,,,,100,112,100,12,0,0,280,0.0,300,,,,,,2.0,0.89,,,
MuPlusLambda,104.0,121.0,0.96,0.040000000000000036,0.87,0.61,0.0,0.78,0.15,100,112,100,12,0,0,280,0.0,271,,,,,,,,,,
StochasticHillClimb,8.0,,,,0.47,,,,,100,112,100,12,0,0,280,0.0,249,,,,,,1.29,,0.09,,
