algorithm,mu,lambda_,mut_std,mut_indpb,repair_pct,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,mut_prob,temp,alpha,phi1,phi2,smin,smax,weight,cxpb,mutpb,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb
SimulatedAnnealing,1.0,,1.0,,1.0,289,335,318,17,0,439.0,330,0.0,636,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,289,335,318,17,0,439.0,330,0.0,346,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,289,335,318,17,0,439.0,330,0.0,426,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,308,363,356,7,0,3884.0,395,0.0,517,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,308,363,356,7,0,3884.0,395,0.0,401,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,308,363,356,7,0,3884.0,395,105.0,321,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,308,363,356,7,0,3884.0,395,0.0,704,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,308,363,356,7,0,3884.0,395,0.0,406,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,308,363,356,7,0,3884.0,395,0.0,481,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,308,363,356,7,0,3884.0,395,0.0,627,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,308,363,356,7,0,3884.0,395,0.0,563,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,308,363,356,7,0,3884.0,395,165.0,311,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,308,363,356,7,0,3884.0,395,0.0,435,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,113,144,132,12,0,1.0,328,0.0,388,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,113,144,132,12,0,1.0,328,0.0,608,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,113,144,132,12,0,1.0,328,0.0,598,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,113,144,132,12,0,1.0,328,0.0,307,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,113,144,132,12,0,1.0,328,0.0,252,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,113,144,132,12,0,1.0,328,0.0,267,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,113,144,132,12,0,1.0,328,0.0,312,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,113,144,132,12,0,1.0,328,0.0,253,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,113,144,132,12,0,1.0,328,0.0,356,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,113,144,132,12,0,1.0,328,0.0,266,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,193,329,326,3,0,8750.0,335,5518.0,324,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,193,329,326,3,0,8750.0,335,3676.0,593,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,193,329,326,3,0,8750.0,335,5470.0,334,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,193,329,326,3,0,8750.0,335,3916.0,555,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,193,329,326,3,0,8750.0,335,3806.0,717,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,193,329,326,3,0,8750.0,335,1194.0,1663,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,193,329,326,3,0,8750.0,335,3078.0,636,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,193,329,326,3,0,8750.0,335,4505.0,546,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,193,329,326,3,0,8750.0,335,1365.0,1397,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,193,329,326,3,0,8750.0,335,3278.0,592,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,71,123,105,18,0,0.0,170,0.0,121,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,71,123,105,18,0,0.0,170,0.0,148,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,71,123,105,18,0,0.0,170,0.0,134,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,71,123,105,18,0,0.0,170,0.0,142,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,71,123,105,18,0,0.0,170,0.0,242,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,71,123,105,18,0,0.0,170,0.0,343,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,71,123,105,18,0,0.0,170,0.0,251,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,71,123,105,18,0,0.0,170,0.0,199,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,71,123,105,18,0,0.0,170,0.0,189,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,71,123,105,18,0,0.0,170,0.0,372,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,231,349,336,13,0,417.0,355,0.0,407,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,231,349,336,13,0,417.0,355,0.0,486,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,231,349,336,13,0,417.0,355,0.0,498,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,231,349,336,13,0,417.0,355,0.0,406,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,231,349,336,13,0,417.0,355,57.0,340,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,231,349,336,13,0,417.0,355,0.0,479,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,231,349,336,13,0,417.0,355,0.0,573,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,231,349,336,13,0,417.0,355,0.0,459,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,231,349,336,13,0,417.0,355,0.0,765,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,231,349,336,13,0,417.0,355,169.0,323,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,41,58,40,18,0,0.0,190,0.0,55,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,41,58,40,18,0,0.0,190,0.0,364,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,41,58,40,18,0,0.0,190,0.0,364,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,41,58,40,18,0,0.0,190,0.0,58,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,41,58,40,18,0,0.0,190,0.0,188,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,41,58,40,18,0,0.0,190,0.0,83,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,41,58,40,18,0,0.0,190,0.0,222,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,41,58,40,18,0,0.0,190,0.0,59,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,41,58,40,18,0,0.0,190,0.0,69,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,41,58,40,18,0,0.0,190,0.0,104,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,267,444,436,8,0,207.0,382,0.0,403,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,267,444,436,8,0,207.0,382,0.0,417,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,267,444,436,8,0,207.0,382,0.0,474,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,267,444,436,8,0,207.0,382,0.0,542,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,267,444,436,8,0,207.0,382,0.0,601,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,267,444,436,8,0,207.0,382,0.0,560,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,267,444,436,8,0,207.0,382,125.0,377,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,267,444,436,8,0,207.0,382,0.0,547,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,267,444,436,8,0,207.0,382,0.0,762,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,267,444,436,8,0,207.0,382,22.0,362,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,338,581,574,7,0,2646.0,461,0.0,507,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,338,581,574,7,0,2646.0,461,0.0,819,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,338,581,574,7,0,2646.0,461,0.0,558,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,338,581,574,7,0,2646.0,461,0.0,611,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,338,581,574,7,0,2646.0,461,0.0,570,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,338,581,574,7,0,2646.0,461,508.0,401,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,338,581,574,7,0,2646.0,461,0.0,506,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,338,581,574,7,0,2646.0,461,302.0,421,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,338,581,574,7,0,2646.0,461,0.0,880,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,338,581,574,7,0,2646.0,461,0.0,619,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,30,53,43,10,0,801.0,128,0.0,250,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,30,53,43,10,0,801.0,128,146.0,228,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,30,53,43,10,0,801.0,128,128.0,229,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,30,53,43,10,0,801.0,128,0.0,250,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,30,53,43,10,0,801.0,128,0.0,250,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,30,53,43,10,0,801.0,128,0.0,272,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,30,53,43,10,0,801.0,128,0.0,427,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,30,53,43,10,0,801.0,128,0.0,258,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,30,53,43,10,0,801.0,128,0.0,250,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,30,53,43,10,0,801.0,128,0.0,412,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,63,68,64,4,0,0.0,134,0.0,241,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,63,68,64,4,0,0.0,134,0.0,187,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,63,68,64,4,0,0.0,134,0.0,97,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,63,68,64,4,0,0.0,134,0.0,133,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,63,68,64,4,0,0.0,134,0.0,291,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,63,68,64,4,0,0.0,134,0.0,140,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,63,68,64,4,0,0.0,134,0.0,99,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,63,68,64,4,0,0.0,134,0.0,161,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,63,68,64,4,0,0.0,134,0.0,96,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,63,68,64,4,0,0.0,134,0.0,94,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,306,441,438,3,0,13265.0,422,170.0,609,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,306,441,438,3,0,13265.0,422,21.0,686,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,306,441,438,3,0,13265.0,422,1024.0,440,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,306,441,438,3,0,13265.0,422,167.0,629,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,306,441,438,3,0,13265.0,422,0.0,1306,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,306,441,438,3,0,13265.0,422,966.0,412,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,306,441,438,3,0,13265.0,422,0.0,725,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,306,441,438,3,0,13265.0,422,0.0,669,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,306,441,438,3,0,13265.0,422,104.0,822,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,306,441,438,3,0,13265.0,422,0.0,1405,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,427,486,472,14,0,6125.0,696,0.0,735,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,427,486,472,14,0,6125.0,696,164.0,557,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,427,486,472,14,0,6125.0,696,0.0,758,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,427,486,472,14,0,6125.0,696,0.0,688,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,427,486,472,14,0,6125.0,696,0.0,864,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,427,486,472,14,0,6125.0,696,0.0,1432,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,427,486,472,14,0,6125.0,696,0.0,1539,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,427,486,472,14,0,6125.0,696,0.0,809,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,427,486,472,14,0,6125.0,696,159.0,570,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,427,486,472,14,0,6125.0,696,0.0,778,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,192,296,284,12,0,70.0,505,0.0,750,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,192,296,284,12,0,70.0,505,0.0,659,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,192,296,284,12,0,70.0,505,0.0,698,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,192,296,284,12,0,70.0,505,79.0,434,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,192,296,284,12,0,70.0,505,0.0,836,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,192,296,284,12,0,70.0,505,0.0,815,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,192,296,284,12,0,70.0,505,0.0,614,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,192,296,284,12,0,70.0,505,0.0,689,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,192,296,284,12,0,70.0,505,0.0,1039,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,192,296,284,12,0,70.0,505,174.0,453,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,198,322,316,6,0,1725.0,315,0.0,703,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,198,322,316,6,0,1725.0,315,99.0,287,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,198,322,316,6,0,1725.0,315,0.0,698,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,198,322,316,6,0,1725.0,315,0.0,463,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,198,322,316,6,0,1725.0,315,0.0,511,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,198,322,316,6,0,1725.0,315,0.0,457,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,198,322,316,6,0,1725.0,315,0.0,431,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,198,322,316,6,0,1725.0,315,0.0,705,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,198,322,316,6,0,1725.0,315,0.0,426,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,198,322,316,6,0,1725.0,315,90.0,288,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,380,405,402,3,0,26901.0,263,0.0,1183,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,380,405,402,3,0,26901.0,263,311.0,559,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,380,405,402,3,0,26901.0,263,1487.0,460,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,380,405,402,3,0,26901.0,263,490.0,538,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,380,405,402,3,0,26901.0,263,1326.0,594,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,380,405,402,3,0,26901.0,263,223.0,550,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,380,405,402,3,0,26901.0,263,2426.0,279,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,380,405,402,3,0,26901.0,263,3140.0,291,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,380,405,402,3,0,26901.0,263,1859.0,491,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,380,405,402,3,0,26901.0,263,172.0,1413,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,493,833,824,9,0,2405.0,577,510.0,453,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,493,833,824,9,0,2405.0,577,0.0,633,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,493,833,824,9,0,2405.0,577,904.0,446,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,493,833,824,9,0,2405.0,577,0.0,670,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,493,833,824,9,0,2405.0,577,0.0,923,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,493,833,824,9,0,2405.0,577,0.0,809,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,493,833,824,9,0,2405.0,577,0.0,670,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,493,833,824,9,0,2405.0,577,0.0,573,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,493,833,824,9,0,2405.0,577,0.0,1000,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,493,833,824,9,0,2405.0,577,0.0,602,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,317,366,355,11,0,1769.0,453,0.0,731,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,317,366,355,11,0,1769.0,453,0.0,573,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,317,366,355,11,0,1769.0,453,0.0,757,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,317,366,355,11,0,1769.0,453,0.0,639,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,317,366,355,11,0,1769.0,453,112.0,387,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,317,366,355,11,0,1769.0,453,0.0,608,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,317,366,355,11,0,1769.0,453,0.0,1115,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,317,366,355,11,0,1769.0,453,253.0,393,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,317,366,355,11,0,1769.0,453,0.0,956,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,317,366,355,11,0,1769.0,453,0.0,588,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,236,267,261,6,0,5094.0,456,0.0,790,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,236,267,261,6,0,5094.0,456,94.0,354,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,236,267,261,6,0,5094.0,456,0.0,540,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,236,267,261,6,0,5094.0,456,0.0,440,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,236,267,261,6,0,5094.0,456,0.0,429,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,236,267,261,6,0,5094.0,456,91.0,346,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,236,267,261,6,0,5094.0,456,0.0,979,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,236,267,261,6,0,5094.0,456,0.0,496,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,236,267,261,6,0,5094.0,456,0.0,451,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,236,267,261,6,0,5094.0,456,0.0,435,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,388,428,416,12,0,3199.0,312,0.0,405,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,388,428,416,12,0,3199.0,312,506.0,306,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,388,428,416,12,0,3199.0,312,0.0,448,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,388,428,416,12,0,3199.0,312,0.0,439,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,388,428,416,12,0,3199.0,312,0.0,427,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,388,428,416,12,0,3199.0,312,0.0,380,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,388,428,416,12,0,3199.0,312,0.0,531,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,388,428,416,12,0,3199.0,312,0.0,655,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,388,428,416,12,0,3199.0,312,258.0,288,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,388,428,416,12,0,3199.0,312,0.0,852,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,325,532,518,14,0,236.0,533,0.0,976,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,325,532,518,14,0,236.0,533,218.0,487,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,325,532,518,14,0,236.0,533,223.0,480,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,325,532,518,14,0,236.0,533,0.0,881,0.1,100.0,0.99,,,,,,,,,,,
