assignments,relation_constraints,resource_constraints,date_constraints,constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,algorithm,repair_pct,mu
90,134,15,0,149,0,396,0,375,FixerOnly,1.0,200
90,134,15,0,149,0,396,0,379,FixerOnly,1.0,200
90,134,15,0,149,0,396,15,372,FixerOnly,1.0,200
404,716,9,0,725,2960,389,5520,564,FixerOnly,1.0,200
404,716,9,0,725,2960,389,5535,493,FixerOnly,1.0,200
404,716,9,0,725,2960,389,6346,505,FixerOnly,1.0,200
167,259,1,0,260,8185,515,7400,442,FixerOnly,1.0,200
167,259,1,0,260,8185,515,6406,518,FixerOnly,1.0,200
167,259,1,0,260,8185,515,6802,430,FixerOnly,1.0,200
161,212,7,0,219,890,323,1074,327,FixerOnly,1.0,200
161,212,7,0,219,890,323,1272,359,FixerOnly,1.0,200
161,212,7,0,219,890,323,1295,294,FixerOnly,1.0,200
180,198,6,0,204,3061,168,1874,289,FixerOnly,1.0,200
180,198,6,0,204,3061,168,1518,318,FixerOnly,1.0,200
180,198,6,0,204,3061,168,1838,306,FixerOnly,1.0,200
97,151,5,0,156,0,449,277,446,FixerOnly,1.0,200
97,151,5,0,156,0,449,274,315,FixerOnly,1.0,200
97,151,5,0,156,0,449,287,454,FixerOnly,1.0,200
260,451,17,0,468,72,301,578,284,FixerOnly,1.0,200
260,451,17,0,468,72,301,539,367,FixerOnly,1.0,200
260,451,17,0,468,72,301,495,337,FixerOnly,1.0,200
196,272,7,0,279,949,666,2253,402,FixerOnly,1.0,200
196,272,7,0,279,949,666,1852,368,FixerOnly,1.0,200
196,272,7,0,279,949,666,1782,426,FixerOnly,1.0,200
482,876,13,0,889,938,662,3292,427,FixerOnly,1.0,200
482,876,13,0,889,938,662,3676,459,FixerOnly,1.0,200
482,876,13,0,889,938,662,3589,485,FixerOnly,1.0,200
142,232,10,0,242,0,475,215,379,FixerOnly,1.0,200
142,232,10,0,242,0,475,132,353,FixerOnly,1.0,200
142,232,10,0,242,0,475,174,374,FixerOnly,1.0,200
126,190,19,0,209,0,434,0,354,FixerOnly,1.0,200
126,190,19,0,209,0,434,15,305,FixerOnly,1.0,200
126,190,19,0,209,0,434,0,396,FixerOnly,1.0,200
274,431,2,0,433,7276,376,7711,569,FixerOnly,1.0,200
274,431,2,0,433,7276,376,8305,452,FixerOnly,1.0,200
274,431,2,0,433,7276,376,6004,640,FixerOnly,1.0,200
357,396,17,0,413,2680,441,2750,483,FixerOnly,1.0,200
357,396,17,0,413,2680,441,2705,456,FixerOnly,1.0,200
357,396,17,0,413,2680,441,2541,512,FixerOnly,1.0,200
48,60,15,0,75,0,321,0,181,FixerOnly,1.0,200
48,60,15,0,75,0,321,0,174,FixerOnly,1.0,200
48,60,15,0,75,0,321,0,171,FixerOnly,1.0,200
479,705,15,0,720,2229,569,4429,466,FixerOnly,1.0,200
479,705,15,0,720,2229,569,4335,523,FixerOnly,1.0,200
479,705,15,0,720,2229,569,4120,525,FixerOnly,1.0,200
402,587,18,0,605,391,642,2162,565,FixerOnly,1.0,200
402,587,18,0,605,391,642,2053,420,FixerOnly,1.0,200
402,587,18,0,605,391,642,1858,434,FixerOnly,1.0,200
272,446,18,0,464,112,402,793,372,FixerOnly,1.0,200
272,446,18,0,464,112,402,967,318,FixerOnly,1.0,200
272,446,18,0,464,112,402,1327,389,FixerOnly,1.0,200
225,371,4,0,375,2096,457,3299,405,FixerOnly,1.0,200
225,371,4,0,375,2096,457,2818,463,FixerOnly,1.0,200
225,371,4,0,375,2096,457,3209,430,FixerOnly,1.0,200
461,666,13,0,679,2895,412,4915,502,FixerOnly,1.0,200
461,666,13,0,679,2895,412,5314,494,FixerOnly,1.0,200
461,666,13,0,679,2895,412,4988,487,FixerOnly,1.0,200
230,385,1,0,386,20289,594,21604,574,FixerOnly,1.0,200
230,385,1,0,386,20289,594,21465,623,FixerOnly,1.0,200
230,385,1,0,386,20289,594,22442,594,FixerOnly,1.0,200
336,576,19,0,595,0,286,883,384,FixerOnly,1.0,200
336,576,19,0,595,0,286,895,359,FixerOnly,1.0,200
336,576,19,0,595,0,286,939,398,FixerOnly,1.0,200
52,50,15,0,65,0,197,0,142,FixerOnly,1.0,200
52,50,15,0,65,0,197,0,153,FixerOnly,1.0,200
52,50,15,0,65,0,197,0,156,FixerOnly,1.0,200
70,73,6,0,79,0,187,47,269,FixerOnly,1.0,200
70,73,6,0,79,0,187,76,246,FixerOnly,1.0,200
70,73,6,0,79,0,187,40,268,FixerOnly,1.0,200
245,390,13,0,403,23,585,622,606,FixerOnly,1.0,200
245,390,13,0,403,23,585,542,650,FixerOnly,1.0,200
245,390,13,0,403,23,585,495,541,FixerOnly,1.0,200
379,421,4,0,425,29685,275,24968,326,FixerOnly,1.0,200
379,421,4,0,425,29685,275,24983,309,FixerOnly,1.0,200
379,421,4,0,425,29685,275,24749,343,FixerOnly,1.0,200
150,252,2,0,254,290,363,2055,471,FixerOnly,1.0,200
150,252,2,0,254,290,363,2175,408,FixerOnly,1.0,200
150,252,2,0,254,290,363,2113,475,FixerOnly,1.0,200
487,871,16,0,887,489,664,2910,504,FixerOnly,1.0,200
487,871,16,0,887,489,664,2138,689,FixerOnly,1.0,200
487,871,16,0,887,489,664,2815,539,FixerOnly,1.0,200
361,517,2,0,519,26736,420,21612,399,FixerOnly,1.0,200
361,517,2,0,519,26736,420,21424,471,FixerOnly,1.0,200
361,517,2,0,519,26736,420,21046,430,FixerOnly,1.0,200
111,193,16,0,209,0,398,4,274,FixerOnly,1.0,200
111,193,16,0,209,0,398,18,289,FixerOnly,1.0,200
111,193,16,0,209,0,398,67,329,FixerOnly,1.0,200
246,404,1,0,405,28452,493,27538,578,FixerOnly,1.0,200
246,404,1,0,405,28452,493,27673,535,FixerOnly,1.0,200
246,404,1,0,405,28452,493,26569,595,FixerOnly,1.0,200
200,331,3,0,334,370,296,3091,518,FixerOnly,1.0,200
200,331,3,0,334,370,296,3447,414,FixerOnly,1.0,200
200,331,3,0,334,370,296,2806,435,FixerOnly,1.0,200
50,58,1,0,59,2009,227,2099,352,FixerOnly,1.0,200
50,58,1,0,59,2009,227,2425,241,FixerOnly,1.0,200
50,58,1,0,59,2009,227,2086,287,FixerOnly,1.0,200
473,774,10,0,784,5459,741,7153,534,FixerOnly,1.0,200
473,774,10,0,784,5459,741,6994,522,FixerOnly,1.0,200
473,774,10,0,784,5459,741,7046,562,FixerOnly,1.0,200
34,46,1,0,47,14,378,559,254,FixerOnly,1.0,200
34,46,1,0,47,14,378,659,247,FixerOnly,1.0,200
34,46,1,0,47,14,378,571,217,FixerOnly,1.0,200
28,33,5,0,38,0,150,0,140,FixerOnly,1.0,200
28,33,5,0,38,0,150,0,121,FixerOnly,1.0,200
28,33,5,0,38,0,150,0,137,FixerOnly,1.0,200
76,84,19,0,103,0,244,0,181,FixerOnly,1.0,200
76,84,19,0,103,0,244,0,164,FixerOnly,1.0,200
76,84,19,0,103,0,244,0,170,FixerOnly,1.0,200
52,77,18,0,95,0,223,0,148,FixerOnly,1.0,200
52,77,18,0,95,0,223,0,147,FixerOnly,1.0,200
52,77,18,0,95,0,223,0,148,FixerOnly,1.0,200
142,154,5,0,159,1400,245,540,371,FixerOnly,1.0,200
142,154,5,0,159,1400,245,756,308,FixerOnly,1.0,200
142,154,5,0,159,1400,245,685,267,FixerOnly,1.0,200
476,839,15,0,854,4899,532,5853,482,FixerOnly,1.0,200
476,839,15,0,854,4899,532,5880,513,FixerOnly,1.0,200
476,839,15,0,854,4899,532,5904,556,FixerOnly,1.0,200
345,514,2,0,516,18827,494,16412,398,FixerOnly,1.0,200
345,514,2,0,516,18827,494,15048,371,FixerOnly,1.0,200
345,514,2,0,516,18827,494,15192,444,FixerOnly,1.0,200
148,199,11,0,210,40,438,199,388,FixerOnly,1.0,200
148,199,11,0,210,40,438,123,291,FixerOnly,1.0,200
148,199,11,0,210,40,438,80,424,FixerOnly,1.0,200
425,485,12,0,497,6447,407,9086,410,FixerOnly,1.0,200
425,485,12,0,497,6447,407,8294,410,FixerOnly,1.0,200
425,485,12,0,497,6447,407,7568,355,FixerOnly,1.0,200
115,116,4,0,120,855,119,677,215,FixerOnly,1.0,200
115,116,4,0,120,855,119,560,249,FixerOnly,1.0,200
115,116,4,0,120,855,119,595,233,FixerOnly,1.0,200
125,163,6,0,169,1556,393,1186,354,FixerOnly,1.0,200
125,163,6,0,169,1556,393,1088,390,FixerOnly,1.0,200
125,163,6,0,169,1556,393,1282,460,FixerOnly,1.0,200
129,172,3,0,175,779,424,1597,457,FixerOnly,1.0,200
129,172,3,0,175,779,424,1430,324,FixerOnly,1.0,200
129,172,3,0,175,779,424,1250,407,FixerOnly,1.0,200
465,530,18,0,548,2708,498,3083,408,FixerOnly,1.0,200
465,530,18,0,548,2708,498,3615,376,FixerOnly,1.0,200
465,530,18,0,548,2708,498,3808,511,FixerOnly,1.0,200
67,97,6,0,103,0,353,60,303,FixerOnly,1.0,200
67,97,6,0,103,0,353,4,315,FixerOnly,1.0,200
67,97,6,0,103,0,353,11,331,FixerOnly,1.0,200
345,371,18,0,389,4459,262,3555,307,FixerOnly,1.0,200
345,371,18,0,389,4459,262,3773,288,FixerOnly,1.0,200
345,371,18,0,389,4459,262,3710,234,FixerOnly,1.0,200
323,524,8,0,532,5525,475,8662,453,FixerOnly,1.0,200
323,524,8,0,532,5525,475,7919,546,FixerOnly,1.0,200
323,524,8,0,532,5525,475,8214,412,FixerOnly,1.0,200
146,196,6,0,202,73,344,1133,310,FixerOnly,1.0,200
146,196,6,0,202,73,344,818,400,FixerOnly,1.0,200
146,196,6,0,202,73,344,907,425,FixerOnly,1.0,200
445,653,8,0,661,6634,585,8130,502,FixerOnly,1.0,200
445,653,8,0,661,6634,585,8456,612,FixerOnly,1.0,200
445,653,8,0,661,6634,585,8888,484,FixerOnly,1.0,200
297,463,14,0,477,323,483,1411,465,FixerOnly,1.0,200
297,463,14,0,477,323,483,1591,414,FixerOnly,1.0,200
297,463,14,0,477,323,483,1709,431,FixerOnly,1.0,200
414,706,3,0,709,14492,587,16034,549,FixerOnly,1.0,200
414,706,3,0,709,14492,587,15533,677,FixerOnly,1.0,200
414,706,3,0,709,14492,587,16272,529,FixerOnly,1.0,200
230,242,11,0,253,661,556,1122,377,FixerOnly,1.0,200
230,242,11,0,253,661,556,1397,318,FixerOnly,1.0,200
230,242,11,0,253,661,556,1272,547,FixerOnly,1.0,200
337,558,11,0,569,814,356,3244,411,FixerOnly,1.0,200
337,558,11,0,569,814,356,2900,357,FixerOnly,1.0,200
337,558,11,0,569,814,356,2654,495,FixerOnly,1.0,200
441,496,4,0,500,34097,404,29502,311,FixerOnly,1.0,200
441,496,4,0,500,34097,404,30605,394,FixerOnly,1.0,200
441,496,4,0,500,34097,404,29215,354,FixerOnly,1.0,200
437,498,17,0,515,3256,453,3989,458,FixerOnly,1.0,200
437,498,17,0,515,3256,453,3885,460,FixerOnly,1.0,200
437,498,17,0,515,3256,453,4076,447,FixerOnly,1.0,200
228,379,19,0,398,0,485,210,492,FixerOnly,1.0,200
228,379,19,0,398,0,485,326,441,FixerOnly,1.0,200
228,379,19,0,398,0,485,306,398,FixerOnly,1.0,200
437,754,9,0,763,5499,655,10632,458,FixerOnly,1.0,200
437,754,9,0,763,5499,655,9228,528,FixerOnly,1.0,200
437,754,9,0,763,5499,655,9868,480,FixerOnly,1.0,200
384,412,15,0,427,3147,332,5194,351,FixerOnly,1.0,200
384,412,15,0,427,3147,332,4748,388,FixerOnly,1.0,200
384,412,15,0,427,3147,332,5628,331,FixerOnly,1.0,200
379,565,12,0,577,2778,349,4653,380,FixerOnly,1.0,200
379,565,12,0,577,2778,349,5155,434,FixerOnly,1.0,200
379,565,12,0,577,2778,349,4902,414,FixerOnly,1.0,200
225,293,2,0,295,17207,359,12833,358,FixerOnly,1.0,200
225,293,2,0,295,17207,359,13698,385,FixerOnly,1.0,200
225,293,2,0,295,17207,359,12644,393,FixerOnly,1.0,200
330,361,17,0,378,982,454,1694,280,FixerOnly,1.0,200
330,361,17,0,378,982,454,1372,320,FixerOnly,1.0,200
330,361,17,0,378,982,454,1575,361,FixerOnly,1.0,200
183,281,4,0,285,823,399,3354,384,FixerOnly,1.0,200
183,281,4,0,285,823,399,3381,454,FixerOnly,1.0,200
183,281,4,0,285,823,399,3360,385,FixerOnly,1.0,200
269,444,16,0,460,125,580,587,444,FixerOnly,1.0,200
269,444,16,0,460,125,580,556,467,FixerOnly,1.0,200
269,444,16,0,460,125,580,591,419,FixerOnly,1.0,200
495,727,2,0,729,37671,666,32217,549,FixerOnly,1.0,200
495,727,2,0,729,37671,666,33163,577,FixerOnly,1.0,200
495,727,2,0,729,37671,666,30924,665,FixerOnly,1.0,200
61,63,19,0,82,188,183,24,211,FixerOnly,1.0,200
61,63,19,0,82,188,183,0,177,FixerOnly,1.0,200
61,63,19,0,82,188,183,2,208,FixerOnly,1.0,200
472,701,10,0,711,5765,699,9482,430,FixerOnly,1.0,200
472,701,10,0,711,5765,699,8225,703,FixerOnly,1.0,200
472,701,10,0,711,5765,699,9770,659,FixerOnly,1.0,200
461,490,6,0,496,22917,468,20923,402,FixerOnly,1.0,200
461,490,6,0,496,22917,468,20624,352,FixerOnly,1.0,200
461,490,6,0,496,22917,468,20556,440,FixerOnly,1.0,200
422,681,10,0,691,5357,347,7688,349,FixerOnly,1.0,200
422,681,10,0,691,5357,347,7946,379,FixerOnly,1.0,200
422,681,10,0,691,5357,347,7367,347,FixerOnly,1.0,200
250,385,15,0,400,0,341,456,574,FixerOnly,1.0,200
250,385,15,0,400,0,341,312,428,FixerOnly,1.0,200
250,385,15,0,400,0,341,477,442,FixerOnly,1.0,200
34,48,13,0,61,0,232,0,133,FixerOnly,1.0,200
34,48,13,0,61,0,232,0,145,FixerOnly,1.0,200
34,48,13,0,61,0,232,0,157,FixerOnly,1.0,200
49,72,13,0,85,0,152,0,174,FixerOnly,1.0,200
49,72,13,0,85,0,152,0,179,FixerOnly,1.0,200
49,72,13,0,85,0,152,0,218,FixerOnly,1.0,200
416,605,14,0,619,1162,606,3714,433,FixerOnly,1.0,200
416,605,14,0,619,1162,606,3642,492,FixerOnly,1.0,200
416,605,14,0,619,1162,606,2890,418,FixerOnly,1.0,200
352,509,6,0,515,3755,412,5861,340,FixerOnly,1.0,200
352,509,6,0,515,3755,412,4763,387,FixerOnly,1.0,200
352,509,6,0,515,3755,412,5138,335,FixerOnly,1.0,200
462,884,16,0,900,404,491,3818,568,FixerOnly,1.0,200
462,884,16,0,900,404,491,3724,474,FixerOnly,1.0,200
462,884,16,0,900,404,491,3531,427,FixerOnly,1.0,200
131,182,3,0,185,1935,331,2142,383,FixerOnly,1.0,200
131,182,3,0,185,1935,331,2152,477,FixerOnly,1.0,200
131,182,3,0,185,1935,331,1918,371,FixerOnly,1.0,200
109,171,5,0,176,0,330,397,367,FixerOnly,1.0,200
109,171,5,0,176,0,330,469,325,FixerOnly,1.0,200
109,171,5,0,176,0,330,379,339,FixerOnly,1.0,200
415,565,8,0,573,3149,696,3390,687,FixerOnly,1.0,200
415,565,8,0,573,3149,696,3971,540,FixerOnly,1.0,200
415,565,8,0,573,3149,696,3610,650,FixerOnly,1.0,200
409,453,19,0,472,2957,472,3421,433,FixerOnly,1.0,200
409,453,19,0,472,2957,472,2922,350,FixerOnly,1.0,200
409,453,19,0,472,2957,472,3795,485,FixerOnly,1.0,200
441,736,7,0,743,10056,480,12779,596,FixerOnly,1.0,200
441,736,7,0,743,10056,480,12468,469,FixerOnly,1.0,200
441,736,7,0,743,10056,480,12508,602,FixerOnly,1.0,200
302,427,6,0,433,3220,372,3605,375,FixerOnly,1.0,200
302,427,6,0,433,3220,372,3482,410,FixerOnly,1.0,200
302,427,6,0,433,3220,372,3610,461,FixerOnly,1.0,200
112,120,17,0,137,0,297,0,213,FixerOnly,1.0,200
112,120,17,0,137,0,297,4,263,FixerOnly,1.0,200
112,120,17,0,137,0,297,0,244,FixerOnly,1.0,200
384,537,4,0,541,15202,448,11186,397,FixerOnly,1.0,200
384,537,4,0,541,15202,448,11425,394,FixerOnly,1.0,200
384,537,4,0,541,15202,448,11483,432,FixerOnly,1.0,200
329,589,2,0,591,18431,566,18340,462,FixerOnly,1.0,200
329,589,2,0,591,18431,566,17761,477,FixerOnly,1.0,200
329,589,2,0,591,18431,566,19496,453,FixerOnly,1.0,200
224,235,3,0,238,16191,184,9846,232,FixerOnly,1.0,200
224,235,3,0,238,16191,184,9964,325,FixerOnly,1.0,200
224,235,3,0,238,16191,184,9608,218,FixerOnly,1.0,200
402,724,2,0,726,22607,523,22638,597,FixerOnly,1.0,200
402,724,2,0,726,22607,523,20977,615,FixerOnly,1.0,200
402,724,2,0,726,22607,523,22633,574,FixerOnly,1.0,200
110,174,7,0,181,135,329,427,311,FixerOnly,1.0,200
110,174,7,0,181,135,329,598,309,FixerOnly,1.0,200
110,174,7,0,181,135,329,388,273,FixerOnly,1.0,200
159,265,17,0,282,0,318,198,291,FixerOnly,1.0,200
159,265,17,0,282,0,318,200,324,FixerOnly,1.0,200
159,265,17,0,282,0,318,235,334,FixerOnly,1.0,200
73,95,1,0,96,708,348,856,368,FixerOnly,1.0,200
73,95,1,0,96,708,348,711,390,FixerOnly,1.0,200
73,95,1,0,96,708,348,873,448,FixerOnly,1.0,200
214,236,10,0,246,581,448,2038,215,FixerOnly,1.0,200
214,236,10,0,246,581,448,2181,318,FixerOnly,1.0,200
214,236,10,0,246,581,448,1785,274,FixerOnly,1.0,200
38,54,14,0,68,0,186,0,125,FixerOnly,1.0,200
38,54,14,0,68,0,186,0,131,FixerOnly,1.0,200
38,54,14,0,68,0,186,0,122,FixerOnly,1.0,200
167,234,16,0,250,0,469,311,381,FixerOnly,1.0,200
167,234,16,0,250,0,469,268,446,FixerOnly,1.0,200
167,234,16,0,250,0,469,198,461,FixerOnly,1.0,200
131,193,13,0,206,0,296,18,321,FixerOnly,1.0,200
131,193,13,0,206,0,296,26,419,FixerOnly,1.0,200
131,193,13,0,206,0,296,119,301,FixerOnly,1.0,200
39,55,9,0,64,0,207,0,157,FixerOnly,1.0,200
39,55,9,0,64,0,207,0,130,FixerOnly,1.0,200
39,55,9,0,64,0,207,0,141,FixerOnly,1.0,200
369,575,14,0,589,855,459,2118,564,FixerOnly,1.0,200
369,575,14,0,589,855,459,1836,449,FixerOnly,1.0,200
369,575,14,0,589,855,459,1716,498,FixerOnly,1.0,200
179,245,5,0,250,523,605,1194,413,FixerOnly,1.0,200
179,245,5,0,250,523,605,866,522,FixerOnly,1.0,200
179,245,5,0,250,523,605,955,496,FixerOnly,1.0,200
258,272,1,0,273,25941,279,19684,305,FixerOnly,1.0,200
258,272,1,0,273,25941,279,19942,288,FixerOnly,1.0,200
258,272,1,0,273,25941,279,20872,275,FixerOnly,1.0,200
265,370,12,0,382,108,333,1590,320,FixerOnly,1.0,200
265,370,12,0,382,108,333,1502,286,FixerOnly,1.0,200
265,370,12,0,382,108,333,1507,386,FixerOnly,1.0,200
228,318,19,0,337,0,370,448,387,FixerOnly,1.0,200
228,318,19,0,337,0,370,317,413,FixerOnly,1.0,200
228,318,19,0,337,0,370,399,404,FixerOnly,1.0,200
104,191,2,0,193,50,375,1142,349,FixerOnly,1.0,200
104,191,2,0,193,50,375,1025,344,FixerOnly,1.0,200
104,191,2,0,193,50,375,1296,355,FixerOnly,1.0,200
89,108,5,0,113,897,312,1242,293,FixerOnly,1.0,200
89,108,5,0,113,897,312,1319,215,FixerOnly,1.0,200
89,108,5,0,113,897,312,1298,223,FixerOnly,1.0,200
223,246,14,0,260,1325,476,1297,382,FixerOnly,1.0,200
223,246,14,0,260,1325,476,1209,335,FixerOnly,1.0,200
223,246,14,0,260,1325,476,863,368,FixerOnly,1.0,200
278,515,10,0,525,674,443,2271,477,FixerOnly,1.0,200
278,515,10,0,525,674,443,2175,429,FixerOnly,1.0,200
278,515,10,0,525,674,443,2550,363,FixerOnly,1.0,200
323,465,17,0,482,783,570,2155,367,FixerOnly,1.0,200
323,465,17,0,482,783,570,2212,438,FixerOnly,1.0,200
323,465,17,0,482,783,570,2399,442,FixerOnly,1.0,200
154,245,13,0,258,0,312,199,310,FixerOnly,1.0,200
154,245,13,0,258,0,312,272,334,FixerOnly,1.0,200
154,245,13,0,258,0,312,288,418,FixerOnly,1.0,200
138,182,4,0,186,1756,297,989,317,FixerOnly,1.0,200
138,182,4,0,186,1756,297,1489,334,FixerOnly,1.0,200
138,182,4,0,186,1756,297,1857,274,FixerOnly,1.0,200
300,518,17,0,535,611,387,1969,457,FixerOnly,1.0,200
300,518,17,0,535,611,387,1815,479,FixerOnly,1.0,200
300,518,17,0,535,611,387,2206,511,FixerOnly,1.0,200
26,35,9,0,44,0,186,0,126,FixerOnly,1.0,200
26,35,9,0,44,0,186,0,147,FixerOnly,1.0,200
26,35,9,0,44,0,186,0,141,FixerOnly,1.0,200
383,687,6,0,693,4699,377,8431,487,FixerOnly,1.0,200
383,687,6,0,693,4699,377,6844,518,FixerOnly,1.0,200
383,687,6,0,693,4699,377,6677,402,FixerOnly,1.0,200
13,17,7,0,24,22,151,0,59,FixerOnly,1.0,200
13,17,7,0,24,22,151,0,73,FixerOnly,1.0,200
13,17,7,0,24,22,151,0,88,FixerOnly,1.0,200
473,707,12,0,719,9507,379,9361,348,FixerOnly,1.0,200
473,707,12,0,719,9507,379,10633,399,FixerOnly,1.0,200
473,707,12,0,719,9507,379,10057,409,FixerOnly,1.0,200
486,817,17,0,834,275,544,1745,506,FixerOnly,1.0,200
486,817,17,0,834,275,544,1791,557,FixerOnly,1.0,200
486,817,17,0,834,275,544,1952,464,FixerOnly,1.0,200
240,325,8,0,333,490,355,1737,335,FixerOnly,1.0,200
240,325,8,0,333,490,355,2152,395,FixerOnly,1.0,200
240,325,8,0,333,490,355,2234,297,FixerOnly,1.0,200
459,516,11,0,527,9033,411,8645,279,FixerOnly,1.0,200
459,516,11,0,527,9033,411,8143,258,FixerOnly,1.0,200
459,516,11,0,527,9033,411,8260,304,FixerOnly,1.0,200
334,349,18,0,367,1454,230,2260,315,FixerOnly,1.0,200
334,349,18,0,367,1454,230,2195,284,FixerOnly,1.0,200
334,349,18,0,367,1454,230,2114,271,FixerOnly,1.0,200
255,421,8,0,429,197,445,1910,323,FixerOnly,1.0,200
255,421,8,0,429,197,445,2060,525,FixerOnly,1.0,200
255,421,8,0,429,197,445,1300,523,FixerOnly,1.0,200
123,219,3,0,222,1104,269,1393,267,FixerOnly,1.0,200
123,219,3,0,222,1104,269,1580,250,FixerOnly,1.0,200
123,219,3,0,222,1104,269,1318,289,FixerOnly,1.0,200
318,498,6,0,504,4637,403,4322,562,FixerOnly,1.0,200
318,498,6,0,504,4637,403,4402,544,FixerOnly,1.0,200
318,498,6,0,504,4637,403,5115,544,FixerOnly,1.0,200
20,22,16,0,38,0,106,0,76,FixerOnly,1.0,200
20,22,16,0,38,0,106,0,83,FixerOnly,1.0,200
20,22,16,0,38,0,106,0,79,FixerOnly,1.0,200
225,258,5,0,263,3912,486,4491,393,FixerOnly,1.0,200
225,258,5,0,263,3912,486,4328,340,FixerOnly,1.0,200
225,258,5,0,263,3912,486,4107,374,FixerOnly,1.0,200
270,394,15,0,409,98,373,1029,387,FixerOnly,1.0,200
270,394,15,0,409,98,373,1245,365,FixerOnly,1.0,200
270,394,15,0,409,98,373,1376,307,FixerOnly,1.0,200
96,140,14,0,154,0,177,8,244,FixerOnly,1.0,200
96,140,14,0,154,0,177,8,263,FixerOnly,1.0,200
96,140,14,0,154,0,177,0,308,FixerOnly,1.0,200
47,48,4,0,52,0,269,18,156,FixerOnly,1.0,200
47,48,4,0,52,0,269,28,183,FixerOnly,1.0,200
47,48,4,0,52,0,269,3,216,FixerOnly,1.0,200
423,710,17,0,727,1230,503,2259,525,FixerOnly,1.0,200
423,710,17,0,727,1230,503,2533,429,FixerOnly,1.0,200
423,710,17,0,727,1230,503,2653,405,FixerOnly,1.0,200
210,321,5,0,326,837,538,1644,520,FixerOnly,1.0,200
210,321,5,0,326,837,538,1916,523,FixerOnly,1.0,200
210,321,5,0,326,837,538,2137,527,FixerOnly,1.0,200
233,399,17,0,416,147,427,833,548,FixerOnly,1.0,200
233,399,17,0,416,147,427,774,348,FixerOnly,1.0,200
233,399,17,0,416,147,427,677,367,FixerOnly,1.0,200
95,151,10,0,161,0,328,43,278,FixerOnly,1.0,200
95,151,10,0,161,0,328,40,385,FixerOnly,1.0,200
95,151,10,0,161,0,328,1,362,FixerOnly,1.0,200
128,225,13,0,238,103,349,149,329,FixerOnly,1.0,200
128,225,13,0,238,103,349,133,213,FixerOnly,1.0,200
128,225,13,0,238,103,349,224,264,FixerOnly,1.0,200
201,276,1,0,277,16572,455,13509,451,FixerOnly,1.0,200
201,276,1,0,277,16572,455,14635,425,FixerOnly,1.0,200
201,276,1,0,277,16572,455,14582,393,FixerOnly,1.0,200
362,650,1,0,651,41288,309,30454,463,FixerOnly,1.0,200
362,650,1,0,651,41288,309,29989,431,FixerOnly,1.0,200
362,650,1,0,651,41288,309,29266,412,FixerOnly,1.0,200
367,630,3,0,633,8314,651,10768,453,FixerOnly,1.0,200
367,630,3,0,633,8314,651,11499,452,FixerOnly,1.0,200
367,630,3,0,633,8314,651,11160,495,FixerOnly,1.0,200
250,363,8,0,371,375,382,962,471,FixerOnly,1.0,200
250,363,8,0,371,375,382,920,410,FixerOnly,1.0,200
250,363,8,0,371,375,382,809,487,FixerOnly,1.0,200
272,435,9,0,444,3375,541,3371,497,FixerOnly,1.0,200
272,435,9,0,444,3375,541,2881,515,FixerOnly,1.0,200
272,435,9,0,444,3375,541,3041,403,FixerOnly,1.0,200
489,837,15,0,852,545,591,5596,400,FixerOnly,1.0,200
489,837,15,0,852,545,591,4761,442,FixerOnly,1.0,200
489,837,15,0,852,545,591,5099,434,FixerOnly,1.0,200
209,288,13,0,301,60,533,669,603,FixerOnly,1.0,200
209,288,13,0,301,60,533,473,611,FixerOnly,1.0,200
209,288,13,0,301,60,533,643,540,FixerOnly,1.0,200
118,166,12,0,178,0,361,60,489,FixerOnly,1.0,200
118,166,12,0,178,0,361,55,442,FixerOnly,1.0,200
118,166,12,0,178,0,361,125,392,FixerOnly,1.0,200
108,114,4,0,118,164,223,195,219,FixerOnly,1.0,200
108,114,4,0,118,164,223,350,311,FixerOnly,1.0,200
108,114,4,0,118,164,223,194,273,FixerOnly,1.0,200
67,101,9,0,110,0,230,0,239,FixerOnly,1.0,200
67,101,9,0,110,0,230,0,224,FixerOnly,1.0,200
67,101,9,0,110,0,230,0,257,FixerOnly,1.0,200
367,375,7,0,382,13012,194,7419,314,FixerOnly,1.0,200
367,375,7,0,382,13012,194,8368,256,FixerOnly,1.0,200
367,375,7,0,382,13012,194,7494,256,FixerOnly,1.0,200
162,242,6,0,248,7315,454,4269,2759,FixerOnly,1.0,200
162,242,6,0,248,7315,454,4288,2595,FixerOnly,1.0,200
162,242,6,0,248,7315,454,4716,2589,FixerOnly,1.0,200
365,591,2,0,593,13067,596,16067,518,FixerOnly,1.0,200
365,591,2,0,593,13067,596,15900,536,FixerOnly,1.0,200
365,591,2,0,593,13067,596,15928,605,FixerOnly,1.0,200
160,287,16,0,303,0,497,94,330,FixerOnly,1.0,200
160,287,16,0,303,0,497,33,357,FixerOnly,1.0,200
160,287,16,0,303,0,497,124,383,FixerOnly,1.0,200
143,147,5,0,152,1151,173,1434,208,FixerOnly,1.0,200
143,147,5,0,152,1151,173,1382,212,FixerOnly,1.0,200
143,147,5,0,152,1151,173,1449,291,FixerOnly,1.0,200
241,397,4,0,401,2859,488,5039,470,FixerOnly,1.0,200
241,397,4,0,401,2859,488,5146,470,FixerOnly,1.0,200
