assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,algorithm,mu,lambda_,cxpb,mutpb,repair_pct,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb
448,517,502,15,0,5861.0,299,0.0,401,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
448,517,502,15,0,5861.0,299,0.0,382,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
372,637,632,5,0,6122.0,527,2.0,667,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
372,637,632,5,0,6122.0,527,1.0,725,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
372,637,632,5,0,6122.0,527,30.0,724,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
375,419,411,8,0,19527.0,436,118.0,559,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
375,419,411,8,0,19527.0,436,116.0,581,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
375,419,411,8,0,19527.0,436,329.0,578,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
248,290,280,10,0,5038.0,406,0.0,604,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
248,290,280,10,0,5038.0,406,0.0,618,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
248,290,280,10,0,5038.0,406,0.0,673,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
333,361,348,13,0,2658.0,368,0.0,391,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
333,361,348,13,0,2658.0,368,0.0,423,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
333,361,348,13,0,2658.0,368,0.0,401,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
269,308,297,11,0,4355.0,237,0.0,314,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
269,308,297,11,0,4355.0,237,0.0,307,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
269,308,297,11,0,4355.0,237,0.0,321,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
410,613,607,6,0,9422.0,383,0.0,514,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
410,613,607,6,0,9422.0,383,0.0,489,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
410,613,607,6,0,9422.0,383,7.0,505,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
183,291,287,4,0,861.0,365,0.0,421,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
183,291,287,4,0,861.0,365,0.0,411,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
183,291,287,4,0,861.0,365,0.0,409,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
404,726,708,18,0,1776.0,488,0.0,670,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
404,726,708,18,0,1776.0,488,0.0,618,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
404,726,708,18,0,1776.0,488,0.0,592,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
429,482,481,1,0,64551.0,444,37802.0,684,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
429,482,481,1,0,64551.0,444,37257.0,688,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
429,482,481,1,0,64551.0,444,37134.0,708,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
354,577,561,16,0,1669.0,527,0.0,561,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
354,577,561,16,0,1669.0,527,0.0,551,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
354,577,561,16,0,1669.0,527,0.0,555,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
149,252,244,8,0,374.0,198,0.0,282,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
149,252,244,8,0,374.0,198,0.0,254,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
149,252,244,8,0,374.0,198,0.0,265,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
112,180,169,11,0,0.0,274,0.0,240,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
112,180,169,11,0,0.0,274,0.0,220,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
112,180,169,11,0,0.0,274,0.0,231,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
79,120,118,2,0,183.0,477,0.0,447,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
79,120,118,2,0,183.0,477,0.0,438,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
79,120,118,2,0,183.0,477,0.0,435,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
124,214,209,5,0,90.0,407,0.0,374,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
124,214,209,5,0,90.0,407,0.0,388,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
124,214,209,5,0,90.0,407,0.0,345,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
410,703,692,11,0,1989.0,454,0.0,627,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
410,703,692,11,0,1989.0,454,0.0,608,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
410,703,692,11,0,1989.0,454,0.0,553,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
177,192,183,9,0,338.0,328,0.0,321,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
177,192,183,9,0,338.0,328,0.0,303,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
177,192,183,9,0,338.0,328,0.0,301,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
391,697,680,17,0,1107.0,612,0.0,702,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
391,697,680,17,0,1107.0,612,0.0,690,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
391,697,680,17,0,1107.0,612,0.0,675,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
390,556,543,13,0,533.0,369,0.0,517,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
390,556,543,13,0,533.0,369,0.0,458,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
390,556,543,13,0,533.0,369,0.0,460,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
217,343,341,2,0,21845.0,288,8122.0,540,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
217,343,341,2,0,21845.0,288,8440.0,549,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
217,343,341,2,0,21845.0,288,8294.0,546,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
282,302,298,4,0,19319.0,241,100.0,383,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
282,302,298,4,0,19319.0,241,19.0,432,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
282,302,298,4,0,19319.0,241,38.0,372,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
288,392,386,6,0,1278.0,548,0.0,608,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
288,392,386,6,0,1278.0,548,0.0,633,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
288,392,386,6,0,1278.0,548,0.0,628,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
238,340,332,8,0,457.0,445,0.0,519,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
238,340,332,8,0,457.0,445,0.0,500,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
238,340,332,8,0,457.0,445,0.0,543,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
411,738,729,9,0,5806.0,510,761.0,749,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
466,541,526,15,0,10285.0,448,3941.0,557,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
466,541,526,15,0,10285.0,448,3751.0,680,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
466,541,526,15,0,10285.0,448,4061.0,586,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
12,25,13,12,0,0.0,55,0.0,8,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
12,25,13,12,0,0.0,55,0.0,8,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
12,25,13,12,0,0.0,55,0.0,8,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
293,335,318,17,0,906.0,630,0.0,629,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
293,335,318,17,0,906.0,630,0.0,634,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
293,335,318,17,0,906.0,630,0.0,634,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
52,84,79,5,0,483.0,167,0.0,160,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
52,84,79,5,0,483.0,167,0.0,149,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
52,84,79,5,0,483.0,167,0.0,135,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
76,122,108,14,0,0.0,265,0.0,268,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
76,122,108,14,0,0.0,265,0.0,243,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
76,122,108,14,0,0.0,265,0.0,238,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
413,607,591,16,0,1079.0,468,0.0,521,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
413,607,591,16,0,1079.0,468,0.0,650,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
413,607,591,16,0,1079.0,468,0.0,526,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
486,722,715,7,0,12512.0,529,0.0,601,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
486,722,715,7,0,12512.0,529,0.0,577,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
486,722,715,7,0,12512.0,529,0.0,586,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
275,451,440,11,0,168.0,548,0.0,582,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
275,451,440,11,0,168.0,548,0.0,571,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
275,451,440,11,0,168.0,548,0.0,584,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
270,300,287,13,0,1999.0,394,0.0,405,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
270,300,287,13,0,1999.0,394,0.0,400,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
270,300,287,13,0,1999.0,394,0.0,390,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
297,510,509,1,0,33377.0,449,11455.0,750,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
297,510,509,1,0,33377.0,449,10330.0,821,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
297,510,509,1,0,33377.0,449,10407.0,812,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
490,892,876,16,0,1337.0,385,0.0,555,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
60,100,82,18,0,0.0,333,0.0,242,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
60,100,82,18,0,0.0,333,0.0,204,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
60,100,82,18,0,0.0,333,0.0,204,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
52,94,85,9,0,0.0,242,0.0,155,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
52,94,85,9,0,0.0,242,0.0,212,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
52,94,85,9,0,0.0,242,0.0,200,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
430,506,491,15,0,880.0,494,0.0,532,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
430,506,491,15,0,880.0,494,0.0,548,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
430,506,491,15,0,880.0,494,0.0,534,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
92,135,127,8,0,1652.0,299,841.0,831,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
92,135,127,8,0,1652.0,299,856.0,823,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
92,135,127,8,0,1652.0,299,936.0,735,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
390,644,626,18,0,42.0,526,0.0,564,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
390,644,626,18,0,42.0,526,0.0,579,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
390,644,626,18,0,42.0,526,0.0,600,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
288,472,466,6,0,4113.0,526,389.0,612,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
288,472,466,6,0,4113.0,526,193.0,672,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
288,472,466,6,0,4113.0,526,171.0,705,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
331,537,529,8,0,322.0,464,0.0,518,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
331,537,529,8,0,322.0,464,0.0,525,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
331,537,529,8,0,322.0,464,0.0,524,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
201,245,232,13,0,277.0,270,0.0,358,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
201,245,232,13,0,277.0,270,0.0,324,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
201,245,232,13,0,277.0,270,0.0,323,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
245,401,387,14,0,492.0,396,0.0,427,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
245,401,387,14,0,492.0,396,0.0,450,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
245,401,387,14,0,492.0,396,0.0,458,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
380,397,391,6,0,18035.0,210,0.0,310,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
380,397,391,6,0,18035.0,210,0.0,321,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
380,397,391,6,0,18035.0,210,0.0,334,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
298,538,522,16,0,20.0,350,0.0,380,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
308,514,495,19,0,10.0,565,0.0,542,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
308,514,495,19,0,10.0,565,0.0,590,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
308,514,495,19,0,10.0,565,0.0,600,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
222,331,330,1,0,13794.0,417,63.0,529,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
222,331,330,1,0,13794.0,417,8.0,547,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
222,331,330,1,0,13794.0,417,112.0,529,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
181,283,269,14,0,39.0,295,0.0,341,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
181,283,269,14,0,39.0,295,0.0,351,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
181,283,269,14,0,39.0,295,0.0,346,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
71,119,102,17,0,0.0,331,0.0,296,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
71,119,102,17,0,0.0,331,0.0,281,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
71,119,102,17,0,0.0,331,0.0,281,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
201,327,324,3,0,1424.0,466,0.0,548,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
201,327,324,3,0,1424.0,466,0.0,543,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
201,327,324,3,0,1424.0,466,0.0,561,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
203,230,221,9,0,1289.0,321,0.0,396,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
203,230,221,9,0,1289.0,321,0.0,404,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
203,230,221,9,0,1289.0,321,0.0,388,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
472,824,818,6,0,13263.0,360,13.0,480,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
472,824,818,6,0,13263.0,360,5.0,523,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
472,824,818,6,0,13263.0,360,65.0,512,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
180,305,301,4,0,146.0,361,0.0,389,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
180,305,301,4,0,146.0,361,0.0,406,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
180,305,301,4,0,146.0,361,0.0,392,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
214,402,389,13,0,0.0,385,0.0,435,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
214,402,389,13,0,0.0,385,0.0,437,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
214,402,389,13,0,0.0,385,0.0,428,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
12,20,15,5,0,0.0,126,0.0,27,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
12,20,15,5,0,0.0,126,0.0,29,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
12,20,15,5,0,0.0,126,0.0,27,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
380,702,684,18,0,0.0,506,0.0,613,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
264,454,452,2,0,14302.0,500,429.0,711,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
264,454,452,2,0,14302.0,500,617.0,698,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
264,454,452,2,0,14302.0,500,632.0,903,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
321,467,466,1,0,42659.0,425,13156.0,845,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
321,467,466,1,0,42659.0,425,15836.0,778,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
321,467,466,1,0,42659.0,425,15272.0,777,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
394,443,428,15,0,2940.0,413,0.0,449,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
394,443,428,15,0,2940.0,413,0.0,478,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
394,443,428,15,0,2940.0,413,0.0,450,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
143,208,205,3,0,2509.0,229,0.0,319,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
143,208,205,3,0,2509.0,229,0.0,364,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
143,208,205,3,0,2509.0,229,0.0,321,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
90,135,118,17,0,0.0,409,0.0,276,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
90,135,118,17,0,0.0,409,0.0,279,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
90,135,118,17,0,0.0,409,0.0,292,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
281,484,472,12,0,40.0,581,0.0,614,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
281,484,472,12,0,40.0,581,0.0,612,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
281,484,472,12,0,40.0,581,0.0,630,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
236,274,255,19,0,56.0,294,0.0,334,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
236,274,255,19,0,56.0,294,0.0,369,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
236,274,255,19,0,56.0,294,0.0,351,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
413,694,679,15,0,1559.0,559,0.0,714,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
413,694,679,15,0,1559.0,559,0.0,650,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
413,694,679,15,0,1559.0,559,0.0,649,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
347,574,572,2,0,20737.0,399,371.0,600,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
347,574,572,2,0,20737.0,399,642.0,611,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
347,574,572,2,0,20737.0,399,518.0,574,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
151,261,243,18,0,160.0,298,0.0,313,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
151,261,243,18,0,160.0,298,0.0,309,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
151,261,243,18,0,160.0,298,0.0,306,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
383,676,662,14,0,576.0,404,0.0,516,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
16,31,19,12,0,0.0,141,0.0,20,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
16,31,19,12,0,0.0,141,0.0,23,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
16,31,19,12,0,0.0,141,0.0,21,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
406,437,422,15,0,1732.0,316,0.0,347,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
406,437,422,15,0,1732.0,316,0.0,371,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
406,437,422,15,0,1732.0,316,0.0,367,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
470,811,805,6,0,7699.0,428,16.0,604,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
470,811,805,6,0,7699.0,428,1.0,591,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
470,811,805,6,0,7699.0,428,12.0,586,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
350,402,390,12,0,3820.0,409,0.0,517,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
350,402,390,12,0,3820.0,409,0.0,523,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
350,402,390,12,0,3820.0,409,0.0,505,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
